X1,X2,X3,X4,X5,X6,X7,X8,X9,label,root_cause_gt
1.5150867620014292,0.3925162821132122,1.8066062248068406,3.2700281130577076,4.1118406498024,4.598405631507225,7.381313901179627,2.89526301375645,10.072267696518013,0.0,nan
1.2539784365704807,2.271095804441263,1.033867022123804,2.3292357399604384,4.177789620734746,4.606089607427853,3.4911133647845585,8.08245791032796,3.821881701796002,0.0,nan
0.3073030931726813,1.548284511050481,4.753247328332077,2.256114285572374,2.667600775133485,5.034485609730674,4.8398875864725825,3.8197294669287163,8.855583953444334,0.0,nan
0.7961588350574941,1.15758580015626,1.6159501309397302,4.772177043355688,2.6654829805843563,2.693376484437362,4.139512751490521,5.327896037294435,4.5591515157081925,0.0,nan
0.7753469015227951,1.7586782957793352,2.911068287719183,3.224766671752839,5.7610802453474435,3.242139371692097,4.285971772833034,4.79605533548282,5.977357123521198,0.0,nan
0.7429025514232,1.264465420857393,1.9329437434893841,3.1487042012879343,3.659638700520859,5.945875713410245,4.946539855073931,4.309715331680807,5.21375198779569,0.0,nan
0.7354626414648144,1.295550052634434,2.111579086219521,3.44858800497243,3.4892478400478466,3.736787373852951,5.40548389104553,5.016602364151764,4.572289020701967,0.0,nan
0.39505438166800827,1.5190647786943217,1.9291748824057926,2.741937841666084,3.851522539894618,4.418536119699672,4.899346764905832,6.625327917035719,5.9533524804080455,0.0,nan
0.4222427625291416,1.1978045530049222,2.0071781097965293,2.698291654439325,3.330312259305867,4.2362808599453805,4.206001193675602,5.83475814935821,7.012041584397716,0.0,nan
0.1172420692670795,1.0445861630331577,1.3415204689411364,2.20641179250303,2.7011622887375575,3.9538301054287643,4.937143531883042,5.331541812779586,5.920234350938877,0.0,nan
1.145904462760368,0.20405396952326652,2.445304140828634,1.5788212535849184,3.1991121482849616,2.710432109543176,5.180119974677269,5.701211291838463,6.14540798833288,0.0,nan
0.8799851444786537,1.7128260028934505,0.2873659820858684,2.7287565216642133,2.339009852972499,3.7245832403416426,2.581618254025737,5.517156913982986,6.101343769260731,0.0,nan
2.100987458209094,1.7236568567367678,2.59384221418626,2.240936644604384,2.8923918610884387,2.6702357021166057,4.4932301757524025,3.2355333670795137,6.135278651717034,0.0,nan
0.05594405523878303,2.9259512401392485,2.348427578824741,3.3841674715941665,2.4105350999609447,3.5307668750515933,1.109661266358415,5.518041312819177,3.3604966553851514,0.0,nan
1.39281428952185,0.1810394661140623,5.371451489117104,3.0288245143199664,4.299190252164162,2.915430856270902,2.6420632665084125,1.1365159512485539,5.913860754605698,0.0,nan
0.16631512596122836,1.8737301915608944,0.4992298012391512,5.39648587461991,3.7133567826563185,4.676294954454123,4.946849352322706,3.4735177440980847,1.7718414239770086,0.0,nan
1.4913370101734207,0.8875025997886317,2.1680623778425407,2.0740864574223994,6.048860851937043,4.492617363293881,6.193382368873833,7.16235412767184,4.3353656146487465,0.0,nan
0.2281873038119107,1.9189031381867516,2.2362168681821006,2.720215623888691,2.8305890003935392,6.736755391651708,3.902668768650286,7.321148378541085,7.923263214206627,0.0,nan
0.7274588518037066,0.8064992260941035,3.4163534048167645,10.62770967333218,3.3348245246588686,2.8859399463934476,8.488684372100456,4.846341181032797,8.098916379227868,0.0,nan
0.23221663703572745,1.372422981978536,1.182736130001728,4.027519930792605,11.1145132889893,3.9543448733009163,4.080465672039934,8.901084876174888,4.961390666613636,0.0,nan
