X0,X1,X2,X3,X4
-1.3169,-2.1151,-1.4565,-0.68961,-1.4391
-1.1199,-0.10369,-1.2547,1.2073,-0.79245
-0.72423,-1.2514,0.23063,-2.1652,-1.4606
1.6556,0.413,-0.9766,-0.19433,3.2373
4.4123,0.28697,-0.31371,0.82139,2.65
-0.46063,-0.41015,-1.4341,-0.82424,-5.4703
-1.5237,-1.4273,2.7074,-1.0556,-3.0968
0.71557,5.606,1.6017,0.15899,2.7147
5.4234,3.7252,-1.9555,-0.71023,1.6766
1.0574,0.047046,1.5989,2.9723,4.1303
-4.6578,-1.2751,3.0811,2.8722,4.9147
-3.6199,-2.3003,-0.3722,-1.4237,-2.7951
3.1193,-0.6777,-0.9073,-1.928,-4.3722
3.8579,1.299,4.3614,2.3467,1.3827
-1.6688,0.13075,2.8391,0.39044,-0.38565
-5.9416,-2.0541,-2.3418,-2.1184,-1.126
2.7899,-0.78273,-4.4672,-1.4633,2.1487
0.0049092,0.61703,-0.1755,1.6575,3.3563
-0.60924,1.832,2.3183,3.0818,-2.0395
-2.8814,4.3203,2.8508,0.22766,-1.7667
0.044365,-1.9587,-2.2265,-0.2572,4.0025
1.5556,0.80183,-3.0159,-2.4081,-0.96557
-3.8263,-0.50493,-0.65572,2.2015,-2.0179
-3.3176,-2.0487,-1.047,-0.91328,0.074394
-1.4243,-4.56,-0.7702,-1.5333,2.0185
2.5949,-0.64103,-1.4354,-1.4862,-0.11833
1.4983,-1.4383,-0.58563,-0.59592,-5.4877
0.43337,2.7038,1.6169,1.1351,-1.0428
1.828,1.4164,0.68066,0.97158,3.0489
4.8798,1.6202,1.4472,-0.087531,-1.1578
3.7512,3.4486,5.9818,1.2668,0.10941
1.4763,3.1392,3.1894,4.1129,0.17203
-1.4822,-0.5834,0.79385,0.50418,0.11704
-6.653,-4.1249,-6.2233,-3.1034,-3.4813
-3.284,-5.0041,-4.7624,-1.4081,-1.6185
-1.5946,-3.5435,-0.60432,-1.3456,-1.4486
-0.60618,-2.145,-1.543,-0.13431,-1.6239
-2.6511,0.8559,-0.36723,-1.1985,-0.51663
-2.1776,2.8747,1.8464,-0.35748,0.87742
0.26026,1.7128,0.18194,-1.4509,-1.7101
-0.18957,-1.2208,-0.73271,-0.25688,-1.0991
1.511,-0.57687,-2.0029,1.0357,4.3523
-1.4466,1.0698,0.6578,3.7174,4.0966
1.7264,-1.7384,1.933,-0.10563,-0.073846
0.32486,0.9633,5.4423,1.942,1.3233
0.036555,5.2783,2.7837,-1.0137,-0.54461
1.5133,3.0741,0.66874,-1.2997,-0.40938
2.2343,-0.76692,-2.4614,-1.6256,5.3077
3.9554,0.07205,-2.0649,-0.79569,3.974
5.6377,-0.99423,-0.53444,-2.5765,-0.45066
3.0663,-0.14656,-2.4741,-1.2012,-1.8851
3.1643,-1.2776,-0.87571,-0.17413,-0.72141
-0.71963,-1.9601,-0.86893,1.264,-3.2264
-3.1861,-0.75707,-1.7165,-0.19559,-1.2052
-2.4516,-1.2446,-0.93651,-0.36834,-2.9103
0.28506,0.91527,1.6428,2.1121,-0.69624
-2.9151,2.4707,2.8196,1.5181,0.90725
0.092494,-2.7955,-1.9425,-1.4942,-1.3451
-0.89366,-1.6535,-1.74,0.10506,0.050371
-0.62661,-0.9576,-1.6407,1.5319,-0.98387
1.067,1.0562,1.492,1.4092,1.5265
1.5194,-1.1669,-2.8876,-1.0884,-0.62129
-2.3658,-0.86267,-0.09896,-2.6942,0.4594
-0.45998,0.7601,1.0586,1.5405,1.1908
0.46775,-0.68362,0.56354,-0.27063,2.9768
0.23739,0.4903,-2.5542,0.47889,1.0134
1.8573,1.6474,1.3736,3.4354,2.5067
-1.2622,4.0373,5.9819,4.167,0.37107
0.043299,4.6673,5.662,1.5804,1.4897
0.17987,4.3464,1.6907,-0.79983,1.923
0.49205,2.4602,-0.9402,0.27424,0.077473
-0.96279,1.7016,1.4673,-0.37364,2.994
-0.80078,-4.3432,-0.11776,-1.0797,4.2266
-0.70686,-4.7248,-3.249,-0.11792,0.68475
0.16802,-5.2863,-3.2281,-0.42906,1.3236
2.3244,-1.9118,-1.8164,-1.5061,-2.7418
5.7735,0.39936,1.7188,1.3586,-2.7406
2.371,1.496,3.2864,-0.49332,-2.4258
-4.1643,3.1384,0.009576,-0.56781,-3.355
-2.9369,0.83823,-2.0894,1.2959,0.73317
2.7703,-0.39019,-1.9997,0.8958,0.91926
0.26549,-1.4139,-2.7679,-0.4579,-3.7312
-1.6376,-0.95161,-1.0754,-2.6182,-5.9741
-3.0348,-0.41537,2.3302,-3.8492,-1.2476
-0.47528,0.064584,-0.036945,2.0406,3.2047
1.5341,0.53888,-0.63643,1.3942,-1.1809
2.8244,1.6478,2.7552,-1.7835,-3.1586
0.40326,-1.6338,2.7101,-0.19449,-2.0851
-4.3104,-3.6161,1.9155,-1.2124,-1.0737
-3.2035,-4.5313,0.64769,0.20631,-0.62699
-1.5023,-1.7085,3.6574,0.58532,-1.6273
0.87336,0.67157,-1.846,-0.61589,-0.2963
4.1679,2.9239,-3.9598,-4.1513,4.8408
1.8266,0.79012,-3.0385,-3.5654,2.352
-2.9847,-0.60375,-1.749,-1.1734,-5.1543
-2.9786,-0.17965,-0.0051503,0.11315,-0.95305
-2.0837,-1.9432,0.31431,0.060023,2.2398
-0.5119,-1.6638,3.2167,2.2172,1.2785
