X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,label,root_cause_gt
0.13936267916534947,0.031025982718980827,0.06329043186283057,2.2813697482026463,2.9617062991775667,1.120428055174703,3.2021298051868645,6.288448214936268,5.563697197920738,3.8902809358350856,0.0,
0.5540999009571655,2.8739327084959214,0.9575219139239154,0.699941755846753,3.124231062810683,5.078460228139459,1.2776063687749615,4.962256043575104,7.372100659539186,8.597500079491752,0.0,
0.8795605651297882,0.12634513019183602,3.7557625539810746,2.3934207516571284,0.9274803737734348,1.9223568831873026,5.847888338870293,2.5071832208722675,5.868177509438896,8.587716369246705,0.0,
0.9548313869876882,0.3060739621078741,0.2655275949146164,4.25459980065864,2.470902241830656,1.6853236998330208,1.972736126320326,5.8812043003884185,4.583510817186425,6.380769346094107,0.0,
0.24908969260441458,1.7877965494040895,1.7272127376981532,1.2799837883603122,4.946713957774913,4.779940471605004,2.301455041013145,2.353898453419595,7.203659614133766,4.810936630843422,0.0,
0.5248647593628454,-1.321258844974368,2.3886901091730417,2.2864234199818445,1.985131709234928,4.097281149035642,5.208273921697713,4.094817418740456,3.5754131885449403,7.610182842353151,0.0,
0.4282317700922792,0.990223889004469,-0.8631142308669498,2.9841734811503082,2.5368809026043277,2.2353911020442365,4.38360415818541,6.504668928118392,4.740199914144342,8.179170464225392,0.0,
0.9790522135498968,1.2433630786148944,1.804799390015675,-0.43289150561889894,3.2974838243411844,2.8548828446257177,3.1449836924345327,4.4722335631781425,6.854667890469823,6.861614269049134,0.0,
0.2171618157306137,3.056523688571886,2.6422877806381235,2.414895149086282,-0.32043427794344725,3.999331479140924,3.728610236283069,5.003682703922367,5.105727102721428,7.391108360890245,0.0,
0.2304047384104784,0.0902893959769196,3.1115361349116775,2.795878513326648,3.2898909695848153,-1.6730732840701221,4.36700496650894,4.54587501446993,6.927276476679317,5.558848583619924,0.0,
0.19609735679692247,-0.30535051831911575,1.3631769729344736,3.216790682479953,3.3738091610001986,2.2001048850692855,-1.4866847060049562,4.691204793814441,4.80291781464914,9.643839216942023,0.0,
0.6211759606452135,0.6613075398764817,-0.027977891288050227,2.261281927222395,3.6351909768815034,3.0655066069738144,2.5615096204973633,0.6095658948625227,5.5893895252186265,5.217558489285965,0.0,
0.7553691758309643,0.7550557560046,1.5727195201457231,0.5927774250551732,2.5630854494878097,3.4053074756603134,3.599371853189106,3.1888525040545996,0.8611772298449261,7.420332232305853,0.0,
0.08619883779210755,0.848758338718804,1.1974471311544421,1.790764530312618,1.4100042231739036,2.277235263298774,4.049065296056948,3.710752352127224,3.503793779270266,5.737379472577415,0.0,
0.3874038039079266,1.6977617643980296,1.651749525213197,2.265681396586409,2.479942967629313,3.365591517358907,2.3664396928238127,5.467370702771645,3.7962741858042293,3.643543410391016,0.0,
0.40968166675175705,1.0766053574473924,1.8358978005297477,1.6595145650388028,3.1193985392794708,0.7370101220016136,3.9751307465094854,2.852667439956537,5.899524034869602,4.359670248918247,0.0,
0.22209988940318967,2.066774489287128,1.2895754804845803,3.3585095909094385,1.97119564032484,2.1315955197296588,1.183672146836793,4.702908491241512,3.6780449268082105,6.5718725033194625,0.0,
0.6534298963634271,-1.3167187352217968,3.5939182081037417,2.2085746733849296,3.4707186443884157,1.5626275538770078,2.309123628529146,1.2635917993809453,4.933301692251451,6.092642572988189,0.0,
