X1,X2,X3,X4,label,root_cause_gt
-0.4300005511079289,3.906522920734945,0.9137023744527297,-0.46260105511597693,0.0,
0.5620269027015461,0.17208684734323854,-1.8761854196318093,1.170582679702478,0.0,
1.6953252600806463,1.218199611734541,-0.8760459785498533,-0.9098580982884139,0.0,
-1.4877832264649964,2.4517584485862076,1.3864415109015398,-0.05211577895618347,0.0,
0.455910439559456,-0.3304024376606032,-0.21772713637375052,2.1066674832418353,0.0,
-0.7122870752572574,1.2272426040252786,-0.8308523715551326,0.4951772237305443,0.0,
1.3837873071873548,1.3616921208042105,-0.47255350381832983,-0.6402890453722324,0.0,
0.9704595107835337,2.4494219798386387,1.9767015451368708,0.13056011105688314,0.0,
-0.0033751881008172195,1.7584312791267018,1.281555824189392,2.7814783173445625,0.0,
0.7431807671530243,1.4067887635929657,1.2439499112460963,2.2423251548739183,0.0,
0.6344354051271262,2.5652576814046184,0.01848392556853984,1.603504483567354,0.0,
0.10348470790881464,1.3209969279986067,0.9639628743057173,0.8746059952941375,0.0,
1.3779989914537116,0.9563222289945879,0.4530377934249575,1.3523214872665048,0.0,
0.22134936137250413,3.0874974735711405,0.4868152483085507,0.7238637557733558,0.0,
-0.3107228006675744,1.4685042471412555,1.5057686851955512,0.6224737742690668,0.0,
-1.1013347259704467,0.6603239063796947,-1.5169544032737794,2.472528018219781,0.0,
1.1422853010365326,-0.8228857446268754,-1.2580896006597238,-0.9548645125343782,0.0,
0.8285270644206191,1.5261056645556668,2.9331317627063234,-0.4390961454840089,0.0,
0.654958156517711,1.0034285844897137,0.07024589044753682,3.7557461255531908,0.0,
-0.5669087310859457,1.2019777739566684,-0.9175053100306513,0.9174793018025074,0.0,
0.5792446744801992,0.6221940000251036,0.89569598123006,-0.5669046090298595,0.0,
0.7963005605955198,2.3080843932042336,-0.6701847482060331,1.6158386434167338,0.0,
0.6508162143124199,2.071761998521463,2.215536943715426,0.28832805032222775,0.0,
-1.5974888995976284,1.1040405026641655,0.4955674372428964,2.816432682843943,0.0,
