X1,X2,X3,label,root_cause_gt
0.1692448573334766,1.5378781361790594,1.6756092427549032,0.0,
0.6959145051949508,0.39528048953847283,2.1586221083197543,0.0,
0.5629369102091855,1.6040602565146937,0.7379380530233643,0.0,
0.6323531513576929,1.3611365222693415,2.522856596734181,0.0,
0.051983225525958354,0.9253993815168178,1.8998108005605232,0.0,
0.9990147895029392,0.8639344700783478,1.181970497911478,0.0,
0.8148252761577399,1.5478910824438559,1.5125799973571743,0.0,
0.2671067916206412,1.7801026383612575,2.2011930951993026,0.0,
0.35348030487362003,1.0632928260989076,2.0243089955659173,0.0,
0.08074073317334984,0.772463745453866,1.9420874443917362,0.0,
0.6656626521604257,0.7599607570118736,1.6992551895991832,0.0,
0.5998347594951593,1.0216619026102924,1.4093454576182725,0.0,
0.8000107502465237,1.0143195186601364,1.2640229837136412,0.0,
0.3002987226294256,1.773653089530447,1.936464338073232,0.0,
0.5372974112060218,0.8120907096763786,1.8587154925024933,0.0,
0.03005524559153061,1.487106921458207,1.452589735871944,0.0,
0.053140676587601576,0.8717914417417193,2.4225869800510247,0.0,
0.9048635930863635,0.9594200158878856,1.640232398983643,0.0,
0.469294684863774,1.8733415226160486,1.654104783960982,0.0,
0.9167514744875654,1.4228285366053646,2.5358441380807872,0.0,
0.44959747321523635,1.806006240072954,1.5605384064000645,0.0,
0.4143257135027286,1.40505553752585,2.0153996100741214,0.0,
0.014710685358373166,1.192438580501122,2.1646747036089113,0.0,
0.5043374019929309,0.7449865098887406,2.0939130158840475,0.0,
0.5378613336005289,0.9658446664381188,1.0801603741219659,0.0,
0.10968746050696898,1.1114299996645352,1.4619626524546463,0.0,
0.693875156161588,0.3054797249232597,1.9569197089527788,0.0,
0.6769436004276563,1.5629909067308168,1.1818506716255246,0.0,
0.5349927688883641,1.207518552444426,2.0254361198050046,0.0,
0.9704660239907819,1.432905696355548,1.9635717017157412,0.0,
0.6879250967561044,1.8963389300144733,1.963461911876622,0.0,
0.11881429770167529,1.6786224123488136,2.0939030036831374,0.0,
