X1,X2,X3,X4,X5,label,root_cause_gt
-0.7758926045662303,0.9215124944514468,-0.4792306009160565,0.6828327432445679,2.352918129906434,0.0,nan
0.33904306329442047,-0.5754740903666979,0.37150240156249437,0.5121478960083026,1.1263430497189364,0.0,nan
0.9804978435311814,1.5141270849522401,-0.07673302095997697,1.2380116249063362,0.558770859712303,0.0,nan
1.471173073208623,2.2099337613029926,3.1854433831382685,0.8322056374620448,2.230861139509963,0.0,nan
-1.8477742344912584,2.131064581414179,1.6821022129817178,3.755420699940904,0.8695865208759824,0.0,nan
1.2759929513885102,-1.7714693646286939,2.014245133472284,1.742395962917203,3.95541623038225,0.0,nan
-0.16558392652292983,1.639302584376042,-2.242778720023537,2.569257727554688,2.236462199931413,0.0,nan
-1.3326262585730588,0.9266905325444118,2.6650147959192334,-1.243048104330654,2.8352538756220307,0.0,nan
-1.6252534699106922,0.3930366655742463,0.5122048788383227,3.5359719185554086,-0.4102193265114662,0.0,nan
0.26511810971152505,-0.6643821359667776,-0.5042967533518324,0.768521159121762,4.24858113464167,0.0,nan
2.3160358047708773,1.0879532022764908,1.3551425808878474,0.23826160281403608,1.4403282905317494,0.0,nan
0.8871826527755242,2.563984341737282,1.6868362066648321,1.8863091611345653,0.8020982135610906,0.0,nan
0.8896573629806045,3.16914387101136,1.7605316155269257,2.223285674120069,2.518582093117906,0.0,nan
-0.8031031444668681,1.468936754331986,2.645684287471188,2.2814045575478157,2.9016162423235445,0.0,nan
-0.1449124730142467,-0.6095436341536037,0.8319571818789061,3.1701855275019177,3.266395995484022,0.0,nan
0.210464542820165,0.37876921776790184,-0.4932848629650349,1.732770704712669,4.140197711400512,0.0,nan
-0.29170643322568174,2.566963532799287,0.09951577817610402,0.3000494821717387,2.4877244048931617,0.0,nan
-1.1702176010640806,-0.26186411370430535,3.9318144921661804,0.892499278897703,1.1735269290369834,0.0,nan
-0.35655712509826404,-0.138778970710145,0.5606387496577863,4.856865994267886,1.3978424686442947,0.0,nan
0.08768557325364665,-0.26947341061362956,1.501805632680391,1.0837893919837365,5.250818670357395,0.0,nan
0.6401968366169479,2.1631584440245897,0.7946716317301246,1.7962378578483638,1.7699294935946954,0.0,nan
-0.7473872095724384,1.7597690341274619,3.0664803268628753,1.1889820999227863,2.5872653972745283,0.0,nan
-0.42204405129959244,0.4264158175063467,2.726479929653512,3.9479473135389282,1.9400760583368408,0.0,nan
0.2991951284480811,0.589992137324985,-1.103724887401496,3.3737844937766837,4.868678090674286,0.0,nan
0.1600715286946374,2.1329636030433234,3.1452535679329987,-1.0124460311292718,4.024930198038518,0.0,nan
-0.530273560632187,1.3224131379356758,1.4073182271089597,3.578459449193578,-0.552571193438871,0.0,nan
0.8618474796539747,0.0030175929588009964,2.4398783775975064,1.9292418481645957,3.677487518020959,0.0,nan
-0.4453196047771366,1.2966548043845456,-0.6090900926031392,2.9521718442310947,2.247198681811976,0.0,nan
-0.6276797895310551,1.2377926214108215,2.005639315319531,-0.04046563131624492,3.5432780092877696,0.0,nan
0.7915565553774951,0.5314122183357248,0.5661380552732745,2.258316706639787,-0.016255586802546327,0.0,nan
-0.30557588282240333,1.5721816222090328,-0.2631528969825363,1.0943663456010166,3.2514114590952374,0.0,nan
0.923440190375498,1.4501364486553487,0.6575036559350022,0.6686342972062846,1.2576661993418148,0.0,nan
1.2550238461444956,2.0922588142153815,1.950875744519696,1.2056592308785454,1.5652426499652634,0.0,nan
-0.8338586590195575,2.0934384752686497,2.641200692203034,2.9034284190641433,1.8922218228265097,0.0,nan
0.5069868826407687,0.5649593880081959,4.497902827748492,3.597343728911317,3.398349571702118,0.0,nan
-1.230314851769704,1.564582982357412,1.2438924295822928,5.4462914427233935,4.014047851301391,0.0,nan
-0.4771476964814031,-1.0818667829434203,0.31391517727702456,2.190208854370434,6.023526784778771,0.0,nan
-0.17804809783282288,0.715610320495157,-2.0862755531629587,0.825414219573509,3.1613307759206095,0.0,nan
0.23620908975676308,-0.12805271690645942,2.009786044414991,-1.396272287074637,1.2906530664783045,0.0,nan
-0.7853580117030947,0.670061805394766,-1.7584675605063647,2.3507263440623056,-0.7420494166205283,0.0,nan
-0.24135124036489541,0.7980408858238888,1.5634508917982854,-0.9236349999878488,3.1019585958687714,0.0,nan
-1.2154290902441984,0.7289257173562325,1.0529859729260402,2.562652327442123,-0.2094027159294175,0.0,nan
-2.657286338057019,-0.8630235471561529,-0.9253921373080585,1.9781107508329976,2.7457369364174666,0.0,nan
-0.11986949645429294,-1.3986250612058264,-0.9670494413401797,-0.6516507547676569,2.9657258220448157,0.0,nan
0.8959687308929888,1.0110349113495474,-0.29255210871928905,-0.10384261061022937,-0.1771155064733151,0.0,nan
-0.24422767342557872,1.3146137510509712,1.1190623726197306,0.44447191274027176,0.7051475951472098,0.0,nan
