X1,X2,X3,X4,X5,X6,X7,X8,label,root_cause_gt
0.6415914624744438,3.4007171001513723,0.804843336429876,2.056287010650939,3.100630960978505,4.3098908636707085,5.478540257671018,6.1816491070156365,0.0,
0.8435969147300877,1.023773176842428,4.3926475846665864,0.8955331837782063,2.3299858560385207,3.2161192020900122,4.501587388532827,6.4195845396767215,0.0,
0.03928504125278909,1.2696175183212055,2.9795298153686556,4.968123119746723,0.9061992179158931,1.2988312202061452,3.624182499124502,4.8906793433283005,0.0,
0.41603829557373484,0.17849170413679044,1.7745966595795213,3.757310796328406,5.003782036672995,-1.2347563267438761,-0.19160740947510702,4.313186558640547,0.0,
0.06789405875916488,0.5456595789806798,0.47316974972308173,1.7781471128479533,4.1504968366404,6.412276425782584,-1.0845155643531077,0.7865731116853237,0.0,
0.06888063083307217,0.12153691707819916,0.8052569296784975,0.845205392709899,2.358692699141753,3.9838343983371356,6.665368343114585,-0.986870424026236,0.0,
0.975691087706993,0.20702605333775018,1.8294941265755935,0.9004537582826947,1.5410969613105756,2.168895491038763,3.53192274421959,7.447344296545935,0.0,
0.05217672884432867,2.562726311215286,0.8502481407814866,2.7716946916871157,1.6727384436514452,0.06512048328612607,3.758138684915385,4.426855212703423,0.0,
0.5919251148477076,0.6670338106534061,2.612966040114551,0.9498635684676592,3.216325730382788,1.8726792843525364,3.2872201904668,4.670472227839079,0.0,
0.1898843866755724,5.051451688653865,1.5865803682007573,3.1432809142703904,1.3355883565161197,4.078552341886099,2.962028737973103,4.06932573853714,0.0,
0.624110484975306,0.6054099828802215,7.04957314991749,1.791830304882642,3.9103355030636338,2.0094727602206746,5.679180307936427,3.606819926105298,0.0,
0.8712665026066657,3.9284540325681756,0.694999206491822,7.412637040399336,2.282668708815526,3.970030768988408,2.3877221597818115,6.271283497773401,0.0,
0.7070326615763081,2.302558765215858,4.595881710444114,0.945244803403408,7.581096081623372,2.8114702160331335,2.8101012657914,3.0885823884646957,0.0,
0.3262397588534345,3.0390575950694734,3.2578963238304346,5.395317598671099,1.7610464729354165,6.500549064807829,2.469332496769708,2.8560040257764356,0.0,
0.1703385810409792,0.7952811195728221,3.078280983904353,3.724043557012928,5.639838388275807,2.593609235179228,6.884488699375666,3.3939782344745826,0.0,
0.2811074707240586,1.432293636677519,1.8292216117201816,3.506026021848099,4.5403609368712745,7.233657830264041,1.9798044648584798,7.183374226774094,0.0,
0.2533120050647035,2.1689255622631567,2.098431105938878,2.5714779498512845,3.873165874256009,3.469067557323902,7.358619646386026,2.548724318233046,0.0,
0.06390853769387594,0.8056494929863395,2.9185070098727515,2.4379627237401307,3.45920323217981,2.530865831671928,3.1788476456187613,8.056127449639519,0.0,
0.6293677417280662,1.4771707200218773,1.1238127856470743,3.3366149798011113,3.0874674793038874,3.292073465397562,2.312509132093323,3.8319224625869994,0.0,
0.9927423010791507,1.0928240344439313,1.892090220667215,1.468165897957543,3.8631677057179914,1.9762588447290736,1.831609027157215,3.1145783986280486,0.0,
0.13484632022325294,3.0522519552299867,1.7281393143587285,2.891822533853157,2.149629800603855,3.2171625637141634,2.008951579381878,2.706911206627338,0.0,
0.20796130890357545,1.342122575069733,4.107958469631434,2.174226165530318,3.499027427664643,1.8394236884919013,1.2663875788760894,2.4545458799048516,0.0,
0.2826684269965565,1.9150786444597072,2.1765510279826317,4.84547756649757,2.608569220326772,4.250607646382416,2.570347434932832,2.187433269653119,0.0,
0.11530181111155324,0.6652619127202383,2.5700149563611117,3.1028075120469913,5.600840574169599,1.4015169750328798,4.532639939028818,3.421189016183501,0.0,
0.27039658899907937,0.2383224886681832,1.8106926682283215,3.378862836918416,3.9924993598917533,5.7168467531463945,1.4418725955859817,5.3445593922577315,0.0,
0.7073102870264935,0.44610955542422726,0.2698251113095027,2.5359461198931577,3.9223010989894935,3.783815750748941,6.569088571362338,1.590802782115147,0.0,
0.6792276580442057,2.592599472315281,0.5178168238036664,0.3237835130300296,3.251739596822967,4.158360724564817,4.488107514810789,6.902571717538995,0.0,
