X1,X2,X3,X4,X5,X6,X7,X8,label,root_cause_gt
-1.714489751456,1.5006545020361266,1.5428895867441148,-1.1002887347900283,-0.46069747282615725,1.400634563437714,4.0588040753712376,1.6275622994930472,0.0,
-1.165148587126037,-1.252674147903868,2.2706924509633706,-2.9234623267973108,-0.6588680138588452,-0.24526379152291589,1.7478913357355015,4.887063068822601,0.0,
0.7169834892635573,-0.9984880807710705,-0.5854591863917048,-1.7733724829384523,-2.0883140913824287,0.10104979776902523,0.5726621409635448,2.725293325236569,0.0,
2.098022143672509,0.7646367868761207,-0.7907254066423516,1.4369298280599445,-1.1919667190526395,-1.4155462440567328,0.8978985223838734,0.9355514679334155,0.0,
-1.0067612109912611,2.427491063459168,1.4329689401872863,1.6389712839505584,1.7516263845618687,-0.9091540179241784,-0.4373795523512538,1.6548301820970386,0.0,
1.0532240370132495,-0.8000508631747452,3.2940936214594294,0.21274935845055953,2.316000733571588,2.0471373641304855,-0.2315858829490438,0.4880191708643814,0.0,
-0.6159887658779956,2.608579998270182,-0.3310791093226067,1.1608913729085506,0.5168567669844637,2.7565393939931337,3.0185403013770262,-0.11457620744611041,0.0,
0.5643059356626083,-0.014052197711511782,3.2501492273370096,-1.0379119302716222,1.7603996896654217,0.9605213087885107,3.717743371196753,3.3397549428925464,0.0,
-0.36294338668903725,0.6094499889682985,0.5741259087827144,-0.21168143831951602,-0.1377061751381139,1.8649156092718353,1.6133090971809803,4.350526805378105,0.0,
0.36816023208538956,0.2938892102788202,0.8052298042701524,-0.0761670038026876,0.6887664807387849,0.5110402756479668,2.5598484849606953,2.5059265237670405,0.0,
0.5078103707541802,1.899337785725621,0.7446201218005508,0.1700735539532953,0.8634563838542535,0.922721134086732,1.1744394364446404,2.894332850203611,0.0,
-0.7834152002759912,3.090590690614632,2.13260602992358,1.2875427664600603,0.7781570204116136,1.2446256587868407,1.8436687355767574,1.5239316456741758,0.0,
-0.4818456503699667,-0.6323554517612084,3.990110079615034,0.598328973197651,2.143111730633538,0.9534750058087105,1.5482992526916188,2.3896147616017425,0.0,
1.104378750064952,0.21978383300221477,-0.2533603798695657,-1.106428597554687,1.3314119682859138,2.525565540875254,1.824005023462826,2.465480400653165,0.0,
