X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,label,root_cause_gt
2.7787272902763385,1.525054729061672,2.2867056544681716,2.7985639577888555,2.8228890867481793,3.8157130698649446,6.5425069697668885,6.753867120629629,6.630264407998139,3.8511135158647907,8.012258709549714,0.0,
0.25995832405570074,3.5511856924716394,1.7815148613592449,2.894586139751586,3.668496645686881,3.15962780069704,4.098166371663726,6.923076412374439,6.877433205619372,7.805679607894374,4.532126018806553,0.0,
1.4748627364424103,0.6504495127114744,4.4664524019351886,3.1234821678279814,3.4063555123626763,4.2565502040781364,3.626296062002413,4.48940492748958,7.125812224793919,8.73859487662942,8.086093715252469,0.0,
0.8871617779805376,1.8269621176185296,1.265953735401777,5.50224421027131,3.4789386197391385,3.824038161047426,4.303530811605557,4.175905670845403,5.1864939966774735,7.377356667542581,9.120341258855548,0.0,
0.3058699693301492,1.3932358947497048,2.3715948573672496,1.3311021844438684,6.1632088827941764,4.288286760149748,4.255988888382221,4.796633213081624,4.592880175581672,5.552841884489506,7.513422049044395,0.0,
1.6938048304040831,1.2275450133619208,1.5417399208969953,2.757647370268657,2.1288993722866643,6.891355837223026,4.816320684537957,4.525461231675021,5.173691943778879,5.17944319432441,6.222441478030898,0.0,
0.21800722797766198,1.9169769925756701,1.8564050682829576,2.568313839829754,3.047658701545833,3.0838198628986104,7.397496273278736,5.362059410890817,4.754831347971498,6.2100308156117725,6.057661190110904,0.0,
1.0674412017925803,0.7427940873938645,2.2451007948242823,4.025974334129382,3.2768451357193142,3.575158635252758,3.239071714755678,8.237979573911565,5.970846465211676,5.5724404361404805,6.755509044443773,0.0,
0.9453065119755989,1.3748526922268065,1.7618212682914622,2.492972669462201,4.496704094661139,3.3610335813796755,3.895163350841782,3.943479615838472,8.652660766184265,6.754224403783915,5.988273657087664,0.0,
0.7552959910521724,1.2437505980283718,2.34383890495972,1.8538324241573856,3.3350361810145053,5.172256056791171,3.9437393616246874,4.515049485150583,4.797983456757008,8.867307693343799,7.278156830563786,0.0,
